season,date,league_id,league,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2
2020,21/11/20,1849,netherland,Zwolle,Utrecht,39.17,48.6,0.3795,0.3491,0.2714,1.47,1.4,25.8,5.5,1.0,1.0
2020,22/11/20,1849,netherland,Ajax,Heracles,79.87,41.32,0.8859999999999999,0.0234,0.0906,3.04,0.36,67.0,17.7,5.0,0.0
2020,22/11/20,1849,netherland,For Sittard,Feyenoord,31.83,59.79,0.2039,0.5723,0.2238,1.22,2.15,43.2,41.0,1.0,3.0
2020,22/11/20,1849,netherland,Sparta Rotterdam,Den Haag,37.46,30.36,0.5203,0.2247,0.255,1.78,1.09,36.8,49.6,6.0,0.0
2020,22/11/20,1849,netherland,Twente,PSV Eindhoven,42.83,64.75,0.2087,0.5404,0.2508,1.04,1.82,11.6,70.5,1.0,1.0
2020,22/11/20,1849,netherland,Waalwijk,Heerenveen,26.63,42.37,0.3272,0.3994,0.2734,1.33,1.49,48.0,4.8,1.0,1.0
2020,22/11/20,1849,netherland,AZ Alkmaar,FC Emmen,60.76,32.36,0.7603,0.0759,0.1638,2.48,0.65,26.2,45.5,1.0,0.0
2020,27/11/20,1849,netherland,Twente,Waalwijk,42.39,27.87,0.5681,0.1782,0.2537,1.77,0.87,4.7,46.2,0.0,2.0
2020,28/11/20,1849,netherland,FC Emmen,Ajax,32.01,80.06,0.0756,0.784,0.1403,0.82,2.9,49.5,58.6,0.0,5.0
2020,28/11/20,1849,netherland,Den Haag,Heerenveen,27.87,40.89,0.3508,0.3916,0.2577,1.53,1.63,43.7,4.3,1.0,1.0
2020,28/11/20,1849,netherland,VVV Venlo,Zwolle,31.75,38.97,0.3946,0.33399999999999996,0.2714,1.5,1.36,47.5,26.8,2.0,2.0
2020,29/11/20,1849,netherland,Vitesse,For Sittard,53.62,31.66,0.6732,0.12300000000000001,0.2038,2.2,0.82,32.7,41.5,2.0,0.0
2020,29/11/20,1849,netherland,Feyenoord,Utrecht,59.66,48.66,0.5926,0.1777,0.2297,2.03,1.01,38.8,6.1,1.0,1.0
2020,29/11/20,1849,netherland,Groningen,Willem II,41.21,38.45,0.4562,0.2379,0.3058,1.33,0.87,6.3,27.1,1.0,0.0
2020,29/11/20,1849,netherland,Heracles,AZ Alkmaar,41.03,61.71,0.2527,0.4872,0.2602,1.17,1.72,16.9,31.6,1.0,2.0
2020,29/11/20,1849,netherland,PSV Eindhoven,Sparta Rotterdam,66.31,40.24,0.7873,0.0599,0.1529,2.5,0.54,62.5,16.9,1.0,0.0
2020,04/12/20,1849,netherland,Sparta Rotterdam,FC Emmen,40.51,30.15,0.5421,0.2037,0.2542,1.78,0.99,24.3,48.8,2.0,1.0
2020,05/12/20,1849,netherland,Waalwijk,VVV Venlo,29.08,31.38,0.4246,0.3029,0.2725,1.54,1.26,48.3,50.7,3.0,2.0
2020,05/12/20,1849,netherland,For Sittard,Willem II,31.52,37.82,0.39799999999999996,0.33,0.272,1.5,1.35,50.1,36.6,3.0,2.0
2020,05/12/20,1849,netherland,Ajax,Twente,81.47,41.0,0.9031,0.0181,0.0789,3.16,0.32,58.1,5.1,1.0,2.0
2020,05/12/20,1849,netherland,Zwolle,Vitesse,39.36,53.71,0.294,0.4268,0.2792,1.19,1.49,22.4,48.1,2.0,1.0
2020,06/12/20,1849,netherland,Feyenoord,Heracles,57.45,39.7,0.6386,0.1403,0.2211,2.05,0.84,33.3,21.4,0.0,0.0
2020,06/12/20,1849,netherland,Utrecht,Den Haag,50.2,26.74,0.691,0.1119,0.1971,2.24,0.78,7.1,45.0,1.0,1.0
2020,06/12/20,1849,netherland,AZ Alkmaar,Groningen,63.93,41.73,0.6865,0.0859,0.2276,1.83,0.47,44.8,3.5,1.0,2.0
2020,06/12/20,1849,netherland,Heerenveen,PSV Eindhoven,42.21,66.21,0.1937,0.5745,0.2317,1.09,2.03,9.7,64.3,2.0,2.0
2020,11/12/20,1849,netherland,Heracles,For Sittard,39.72,32.4,0.5171,0.2239,0.2589,1.74,1.06,32.6,49.8,1.0,2.0
2020,12/12/20,1849,netherland,Groningen,Waalwijk,44.12,29.98,0.5587,0.157,0.2843,1.5,0.66,6.0,39.1,2.0,0.0
2020,12/12/20,1849,netherland,FC Emmen,Den Haag,30.94,27.68,0.4878,0.2462,0.266,1.66,1.11,47.7,50.1,1.0,1.0
2020,12/12/20,1849,netherland,Ajax,Zwolle,79.67,40.3,0.8922,0.0203,0.0875,3.03,0.32,62.3,11.8,4.0,0.0
2020,13/12/20,1849,netherland,Vitesse,Heerenveen,52.84,42.9,0.5887,0.1799,0.2313,2.01,1.02,38.2,5.5,1.0,1.0
2020,13/12/20,1849,netherland,VVV Venlo,Feyenoord,30.42,56.6,0.2208,0.5435,0.2358,1.21,2.0,45.8,32.6,0.0,3.0
2020,13/12/20,1849,netherland,Willem II,Sparta Rotterdam,36.92,39.63,0.4457,0.2809,0.2733,1.56,1.19,42.3,18.2,1.0,3.0
2020,13/12/20,1849,netherland,PSV Eindhoven,Utrecht,66.74,49.05,0.6838,0.1117,0.2045,2.14,0.73,66.7,7.8,2.0,1.0
2020,13/12/20,1849,netherland,Twente,AZ Alkmaar,42.92,60.91,0.2683,0.4699,0.2618,1.22,1.69,8.1,29.3,1.0,3.0
